EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
17,3.6888794541139363,0.0,Travel Rarely,408,Research Development,1.0986122886681098,4,Technical Degree,4,Female,80,2,1.0986122886681098,Healthcare Representative,3,Single,8.423761246623686,20978,0.6931471805599453,Y,No,2.4849066497880004,3,1,0.0,3.044522437723423,4,3,3.044522437723423,2.0794415416798357,2.4849066497880004,2.3978952727983707
18,4.007333185232471,0.0,Travel Rarely,821,Research Development,1.791759469228055,2,Medical,1,Male,86,3,1.791759469228055,Research Director,1,Married,9.873389104712095,8509,1.6094379124341003,Y,No,2.4849066497880004,3,3,0.6931471805599453,3.2188758248682006,4,2,1.6094379124341003,1.0986122886681098,0.6931471805599453,1.0986122886681098
20,3.912023005428146,0.0,Travel Rarely,1098,Research Development,1.6094379124341003,2,Medical,1,Male,85,2,1.791759469228055,Manager,3,Married,9.836920308264014,12124,1.0986122886681098,Y,No,2.6390573296152584,3,3,0.6931471805599453,3.1780538303479458,2,4,0.6931471805599453,0.0,0.0,0.0
21,3.2188758248682006,0.0,Travel Rarely,691,Research Development,3.1780538303479458,3,Medical,2,Male,89,4,0.6931471805599453,Research Scientist,4,Married,7.9105906122564775,21630,0.6931471805599453,Y,Yes,2.4849066497880004,3,2,1.0986122886681098,1.9459101490553132,3,3,1.9459101490553132,1.791759469228055,0.6931471805599453,1.6094379124341003
22,3.713572066704308,0.0,Travel Rarely,302,Research Development,1.9459101490553132,3,Life Sciences,2,Female,75,3,1.6094379124341003,Manufacturing Director,3,Single,9.490846760678869,20364,2.0794415416798357,Y,No,2.772588722239781,3,3,0.0,3.1354942159291497,3,3,3.044522437723423,1.9459101490553132,1.791759469228055,2.6390573296152584
23,3.7376696182833684,0.0,Non Travel,267,Sales,2.3978952727983707,2,Life Sciences,4,Male,56,3,1.0986122886681098,Sales Executive,4,Single,8.737292112544221,13430,2.0794415416798357,Y,No,2.70805020110221,3,4,0.0,2.833213344056216,3,3,2.70805020110221,1.3862943611198906,0.6931471805599453,2.3978952727983707
24,3.4965075614664802,0.0,Travel Rarely,588,Sales,2.1972245773362196,2,Technical Degree,3,Female,65,2,1.0986122886681098,Sales Executive,2,Married,8.56197533418813,24624,0.6931471805599453,Y,Yes,2.4849066497880004,3,4,0.0,2.6390573296152584,2,3,2.6390573296152584,2.5649493574615367,2.4849066497880004,2.302585092994046
25,3.2188758248682006,1.0,Travel Rarely,813,Research Development,0.6931471805599453,3,Medical,2,Male,61,3,0.6931471805599453,Research Scientist,4,Married,7.738052297689316,3020,1.0986122886681098,Y,Yes,2.833213344056216,3,1,0.6931471805599453,1.9459101490553132,2,2,1.0986122886681098,0.0,1.0986122886681098,0.0
28,3.6888794541139363,0.0,Travel Rarely,412,Research Development,2.6390573296152584,4,Medical,3,Female,94,2,1.6094379124341003,Manager,2,Divorced,9.748236267264836,17334,1.9459101490553132,Y,Yes,2.6390573296152584,3,4,1.0986122886681098,3.091042453358316,4,3,2.995732273553991,2.302585092994046,2.772588722239781,1.0986122886681098
29,4.0943445622221,0.0,Travel Rarely,818,Human Resources,1.9459101490553132,2,Medical,2,Male,52,3,0.6931471805599453,Human Resources,3,Married,7.7266536648476425,25657,2.1972245773362196,Y,No,2.8903717578961645,3,4,0.0,2.0794415416798357,2,2,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098
31,3.6109179126442243,0.0,Travel Rarely,1425,Research Development,2.70805020110221,1,Life Sciences,3,Male,68,3,1.0986122886681098,Healthcare Representative,4,Married,8.792853288640693,4821,0.0,Y,Yes,2.8903717578961645,3,1,0.6931471805599453,2.8903717578961645,2,2,2.833213344056216,2.1972245773362196,1.6094379124341003,2.4849066497880004
32,3.4339872044851463,0.0,Travel Rarely,853,Research Development,2.0794415416798357,4,Life Sciences,3,Male,49,3,1.0986122886681098,Laboratory Technician,3,Divorced,8.158229916959494,11309,0.6931471805599453,Y,No,2.6390573296152584,3,1,1.3862943611198906,2.3978952727983707,4,2,2.3978952727983707,2.0794415416798357,2.1972245773362196,2.302585092994046
33,3.6635616461296463,0.0,Travel Rarely,433,Human Resources,0.6931471805599453,3,Human Resources,3,Male,37,4,0.6931471805599453,Human Resources,3,Married,7.953318346560431,6004,0.6931471805599453,Y,No,2.6390573296152584,3,4,0.6931471805599453,2.0794415416798357,2,4,2.0794415416798357,1.9459101490553132,1.791759469228055,0.0
34,3.367295829986474,1.0,Travel Frequently,1496,Sales,0.6931471805599453,3,Technical Degree,1,Male,92,3,0.6931471805599453,Sales Representative,3,Married,7.975908360165538,15747,1.3862943611198906,Y,No,2.772588722239781,3,4,0.6931471805599453,1.791759469228055,3,4,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.0986122886681098
35,3.4657359027997265,0.0,Travel Rarely,192,Research Development,1.0986122886681098,4,Life Sciences,3,Male,32,3,0.6931471805599453,Research Scientist,4,Divorced,7.899524472032198,7747,0.0,Y,Yes,2.9444389791664403,3,2,0.6931471805599453,1.3862943611198906,2,1,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098
36,3.6109179126442243,0.0,Non Travel,845,Sales,0.6931471805599453,5,Medical,4,Female,45,3,1.0986122886681098,Sales Executive,4,Single,8.802973456578423,15276,1.6094379124341003,Y,No,2.772588722239781,3,2,0.0,2.0794415416798357,6,3,0.6931471805599453,0.0,0.0,0.0
37,3.4965075614664802,0.0,Travel Rarely,427,Research Development,0.6931471805599453,3,Medical,1,Male,33,3,1.0986122886681098,Manufacturing Director,4,Married,8.726318950962243,10877,0.6931471805599453,Y,Yes,3.1354942159291497,4,2,0.6931471805599453,2.302585092994046,3,3,2.302585092994046,2.1972245773362196,2.0794415416798357,2.1972245773362196
39,3.367295829986474,0.0,Non Travel,120,Sales,1.6094379124341003,3,Medical,2,Male,43,3,1.0986122886681098,Sales Executive,3,Married,8.348064228408266,8863,0.6931471805599453,Y,No,2.772588722239781,3,2,0.0,1.791759469228055,3,4,1.791759469228055,1.6094379124341003,0.0,1.6094379124341003
40,3.4657359027997265,1.0,Travel Rarely,249,Sales,1.9459101490553132,4,Life Sciences,2,Male,76,1,1.0986122886681098,Sales Executive,3,Married,8.727940222393896,20739,1.6094379124341003,Y,Yes,2.9444389791664403,3,2,0.0,2.5649493574615367,3,2,2.0794415416798357,2.0794415416798357,2.0794415416798357,2.0794415416798357
41,3.9318256327243257,0.0,Travel Rarely,316,Sales,2.1972245773362196,4,Marketing,4,Male,54,3,0.6931471805599453,Sales Representative,2,Married,8.262558973010657,9983,2.0794415416798357,Y,No,2.772588722239781,3,4,0.6931471805599453,1.6094379124341003,2,3,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098
42,3.6888794541139363,0.0,Travel Rarely,1132,Research Development,0.6931471805599453,3,Medical,3,Male,48,4,1.3862943611198906,Healthcare Representative,4,Divorced,9.170975648453906,10942,0.0,Y,No,2.8903717578961645,3,1,1.3862943611198906,2.995732273553991,5,2,2.9444389791664403,2.3978952727983707,1.3862943611198906,2.0794415416798357
43,3.58351893845611,0.0,Travel Rarely,809,Research Development,2.833213344056216,3,Medical,1,Male,84,4,0.6931471805599453,Laboratory Technician,2,Married,7.794411205726601,16479,0.0,Y,No,2.6390573296152584,3,3,0.6931471805599453,1.9459101490553132,5,3,1.791759469228055,1.6094379124341003,0.0,1.3862943611198906
44,3.4965075614664802,0.0,Travel Frequently,379,Sales,1.791759469228055,2,Life Sciences,2,Male,48,3,1.0986122886681098,Sales Executive,2,Married,8.783396232190894,8891,0.6931471805599453,Y,No,2.70805020110221,3,4,0.6931471805599453,2.3978952727983707,3,3,2.3978952727983707,2.1972245773362196,1.791759469228055,1.3862943611198906
45,3.295836866004329,1.0,Travel Rarely,1330,Research Development,3.091042453358316,3,Medical,1,Male,37,3,0.6931471805599453,Laboratory Technician,3,Divorced,7.774015077250727,19373,0.6931471805599453,Y,No,3.044522437723423,4,3,0.6931471805599453,0.6931471805599453,0,2,0.6931471805599453,0.6931471805599453,0.0,0.0
46,3.4339872044851463,0.0,Travel Rarely,288,Research Development,1.0986122886681098,3,Life Sciences,3,Male,99,2,1.0986122886681098,Healthcare Representative,4,Married,8.331586243630754,15830,0.6931471805599453,Y,No,2.995732273553991,3,1,1.3862943611198906,2.4849066497880004,3,3,2.4849066497880004,2.3978952727983707,2.3978952727983707,2.1972245773362196
49,3.6635616461296463,0.0,Travel Frequently,216,Research Development,3.1780538303479458,3,Life Sciences,4,Male,44,2,1.3862943611198906,Manufacturing Director,3,Single,9.161885151706779,8787,0.0,Y,No,3.091042453358316,4,2,0.0,2.3978952727983707,2,3,2.302585092994046,2.0794415416798357,0.6931471805599453,2.1972245773362196
50,3.091042453358316,0.0,Travel Rarely,1343,Sales,3.1354942159291497,1,Technical Degree,3,Male,49,3,0.6931471805599453,Sales Representative,3,Single,8.145549631783584,24444,0.6931471805599453,Y,No,2.4849066497880004,3,3,0.0,1.3862943611198906,2,3,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.0986122886681098
51,3.58351893845611,0.0,Travel Rarely,950,Research Development,2.0794415416798357,3,Other,3,Male,59,3,1.3862943611198906,Manufacturing Director,3,Single,9.232297539328226,18869,1.3862943611198906,Y,No,3.091042453358316,4,2,0.0,2.8903717578961645,3,4,2.1972245773362196,1.791759469228055,0.6931471805599453,1.9459101490553132
54,3.295836866004329,0.0,Travel Frequently,1479,Research Development,0.6931471805599453,3,Life Sciences,3,Female,84,3,1.0986122886681098,Manufacturing Director,2,Divorced,8.763740720509464,26767,0.6931471805599453,Y,No,3.044522437723423,4,1,0.6931471805599453,1.9459101490553132,6,1,1.9459101490553132,1.791759469228055,0.6931471805599453,1.6094379124341003
55,3.4657359027997265,1.0,Travel Frequently,523,Research Development,1.0986122886681098,3,Life Sciences,2,Male,94,3,0.6931471805599453,Laboratory Technician,4,Married,8.222285073872717,21081,1.9459101490553132,Y,Yes,2.6390573296152584,3,3,0.6931471805599453,2.0794415416798357,2,1,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098
57,3.4965075614664802,0.0,Travel Rarely,1062,Research Development,1.0986122886681098,3,Medical,3,Female,75,3,0.6931471805599453,Laboratory Technician,2,Married,7.771067086065406,3956,0.6931471805599453,Y,No,2.6390573296152584,3,3,0.6931471805599453,2.1972245773362196,4,3,2.1972245773362196,0.0,0.0,2.0794415416798357
58,3.4965075614664802,0.0,Travel Rarely,929,Sales,2.3978952727983707,3,Marketing,4,Male,55,3,1.0986122886681098,Sales Executive,4,Single,8.593598522618644,21703,0.6931471805599453,Y,No,2.5649493574615367,3,4,0.0,2.3978952727983707,2,2,2.3978952727983707,2.0794415416798357,0.0,2.1972245773362196
59,3.5553480614894135,0.0,Travel Rarely,1303,Research Development,1.0986122886681098,4,Life Sciences,4,Male,62,2,0.6931471805599453,Research Scientist,3,Divorced,7.926241523170962,8416,1.3862943611198906,Y,No,2.5649493574615367,3,3,0.6931471805599453,2.70805020110221,3,3,2.0794415416798357,1.3862943611198906,1.791759469228055,2.0794415416798357
60,3.5263605246161616,0.0,Travel Frequently,553,Research Development,1.791759469228055,4,Life Sciences,4,Female,74,3,1.3862943611198906,Manager,2,Married,9.38252741428954,23364,1.9459101490553132,Y,No,2.4849066497880004,3,2,1.0986122886681098,2.5649493574615367,2,3,2.3978952727983707,1.9459101490553132,2.1972245773362196,2.1972245773362196
61,3.871201010907891,0.0,Travel Rarely,983,Research Development,1.0986122886681098,2,Medical,1,Female,65,3,1.0986122886681098,Manufacturing Director,4,Divorced,8.531293315795018,7389,1.791759469228055,Y,No,2.6390573296152584,3,3,1.3862943611198906,3.044522437723423,2,3,1.791759469228055,0.0,0.0,1.6094379124341003
63,3.4339872044851463,0.0,Travel Rarely,921,Research Development,0.6931471805599453,3,Life Sciences,4,Male,38,1,0.6931471805599453,Laboratory Technician,3,Married,8.251663923605589,24375,1.3862943611198906,Y,No,3.091042453358316,4,3,1.0986122886681098,2.0794415416798357,2,3,1.0986122886681098,1.0986122886681098,0.0,1.0986122886681098
64,4.07753744390572,0.0,Travel Rarely,1145,Research Development,2.302585092994046,3,Medical,2,Female,75,2,0.6931471805599453,Research Scientist,2,Married,8.115819701211327,11873,1.6094379124341003,Y,Yes,3.044522437723423,4,2,0.6931471805599453,2.302585092994046,3,2,0.6931471805599453,0.0,0.0,0.0
65,3.6375861597263857,1.0,Travel Rarely,625,Sales,0.6931471805599453,4,Life Sciences,1,Male,46,2,1.3862943611198906,Sales Executive,3,Married,9.26955223160803,14922,1.791759469228055,Y,No,2.4849066497880004,3,3,0.0,2.8903717578961645,2,1,2.70805020110221,0.6931471805599453,2.4849066497880004,2.0794415416798357
68,3.6635616461296463,0.0,Travel Rarely,1380,Research Development,2.302585092994046,2,Life Sciences,3,Female,75,3,0.6931471805599453,Laboratory Technician,4,Single,7.735870319952567,6319,0.6931471805599453,Y,No,2.5649493574615367,3,3,0.0,1.0986122886681098,3,3,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453
69,3.784189633918261,1.0,Travel Rarely,1372,Sales,2.302585092994046,3,Marketing,1,Female,85,1,1.0986122886681098,Sales Executive,3,Single,8.584290934948731,9489,2.1972245773362196,Y,No,2.6390573296152584,3,2,0.0,2.0794415416798357,2,2,1.6094379124341003,1.3862943611198906,0.6931471805599453,1.3862943611198906
71,3.970291913552122,0.0,Travel Frequently,322,Research Development,3.367295829986474,2,Medical,4,Female,59,4,1.6094379124341003,Manufacturing Director,3,Married,9.49160187662504,9731,1.0986122886681098,Y,Yes,2.4849066497880004,3,2,0.6931471805599453,3.2188758248682006,3,2,1.791759469228055,1.3862943611198906,0.0,1.0986122886681098
73,3.8066624897703196,0.0,Travel Rarely,1488,Sales,0.6931471805599453,5,Marketing,2,Female,75,3,1.0986122886681098,Sales Executive,1,Divorced,8.604287898267172,4009,1.791759469228055,Y,Yes,3.091042453358316,4,3,0.6931471805599453,2.302585092994046,2,2,1.6094379124341003,1.3862943611198906,0.6931471805599453,1.3862943611198906
74,4.0943445622221,0.0,Travel Rarely,142,Research Development,1.3862943611198906,3,Life Sciences,3,Male,70,2,0.6931471805599453,Research Scientist,4,Married,7.686162303492906,8456,1.3862943611198906,Y,No,2.8903717578961645,3,1,0.6931471805599453,2.0794415416798357,6,3,0.6931471805599453,0.0,0.0,0.0
77,3.7612001156935624,0.0,Non Travel,926,Research Development,3.091042453358316,2,Medical,3,Female,36,3,1.0986122886681098,Manufacturing Director,3,Divorced,8.569026340056254,16439,1.0986122886681098,Y,No,2.833213344056216,3,2,0.6931471805599453,2.4849066497880004,5,3,1.791759469228055,1.3862943611198906,0.0,1.0986122886681098
78,3.828641396489095,0.0,Travel Rarely,561,Sales,1.0986122886681098,3,Other,4,Male,61,3,1.0986122886681098,Sales Executive,2,Married,8.477620416296414,16177,0.0,Y,No,2.995732273553991,3,2,0.6931471805599453,2.302585092994046,3,4,2.1972245773362196,2.0794415416798357,1.3862943611198906,2.0794415416798357
81,3.091042453358316,1.0,Travel Rarely,1427,Research Development,2.9444389791664403,1,Other,4,Female,65,3,0.6931471805599453,Research Scientist,4,Single,7.898782356970309,8870,0.6931471805599453,Y,No,2.995732273553991,3,1,0.0,0.6931471805599453,3,2,0.6931471805599453,0.0,0.0,0.0
82,3.1780538303479458,0.0,Travel Rarely,885,Research Development,1.6094379124341003,3,Medical,1,Male,58,4,0.6931471805599453,Research Scientist,1,Married,7.944492163932159,8544,1.0986122886681098,Y,No,2.833213344056216,3,1,0.6931471805599453,1.791759469228055,3,4,1.3862943611198906,1.0986122886681098,0.0,1.0986122886681098
84,4.007333185232471,0.0,Travel Rarely,1147,Sales,1.3862943611198906,3,Marketing,4,Female,52,3,1.0986122886681098,Sales Executive,1,Married,8.689632748355741,17011,1.0986122886681098,Y,No,2.70805020110221,3,4,0.6931471805599453,2.833213344056216,4,3,1.9459101490553132,1.0986122886681098,0.0,1.791759469228055
85,3.7376696182833684,0.0,Travel Rarely,509,Research Development,2.0794415416798357,2,Technical Degree,2,Female,43,4,0.6931471805599453,Research Scientist,3,Married,8.124743020385568,18863,0.6931471805599453,Y,No,2.6390573296152584,3,3,0.0,2.3978952727983707,3,3,2.3978952727983707,1.9459101490553132,0.0,2.1972245773362196
86,3.828641396489095,0.0,Travel Rarely,1038,Research Development,3.044522437723423,3,Medical,2,Male,95,1,1.3862943611198906,Healthcare Representative,1,Divorced,9.292104673778823,19863,1.0986122886681098,Y,Yes,2.9444389791664403,3,2,0.6931471805599453,3.2188758248682006,2,3,2.0794415416798357,2.0794415416798357,0.0,2.0794415416798357
88,3.828641396489095,0.0,Non Travel,1052,Sales,1.9459101490553132,3,Medical,4,Female,57,2,1.3862943611198906,Sales Executive,4,Single,9.089979015305,16840,1.9459101490553132,Y,No,2.5649493574615367,3,4,0.0,3.1780538303479458,2,3,2.995732273553991,2.0794415416798357,2.5649493574615367,2.1972245773362196
93,4.02535169073515,0.0,Travel Rarely,111,Sales,0.6931471805599453,2,Life Sciences,1,Male,70,3,1.3862943611198906,Sales Executive,4,Married,9.234056898593499,18092,1.3862943611198906,Y,No,2.70805020110221,3,4,0.6931471805599453,3.2188758248682006,4,3,0.6931471805599453,0.0,0.6931471805599453,0.0
95,3.5553480614894135,0.0,Travel Frequently,1069,Research Development,1.0986122886681098,1,Life Sciences,4,Male,45,2,1.0986122886681098,Manufacturing Director,3,Married,9.16408698745872,14074,0.6931471805599453,Y,No,2.8903717578961645,3,3,0.0,2.3978952727983707,2,2,2.3978952727983707,2.302585092994046,0.6931471805599453,2.302585092994046
97,4.060443010546419,0.0,Travel Rarely,405,Research Development,0.6931471805599453,2,Life Sciences,2,Male,93,4,1.0986122886681098,Research Scientist,3,Married,8.497194544909547,2721,0.0,Y,No,3.2188758248682006,4,1,0.6931471805599453,2.6390573296152584,2,2,2.5649493574615367,2.302585092994046,1.0986122886681098,2.1972245773362196
99,3.5263605246161616,0.0,Travel Rarely,147,Research Development,1.6094379124341003,4,Medical,3,Female,47,2,0.6931471805599453,Research Scientist,2,Married,7.872073979866873,13248,1.9459101490553132,Y,No,3.091042453358316,4,4,0.0,2.0794415416798357,3,3,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.6931471805599453
100,3.4965075614664802,0.0,Non Travel,300,Research Development,0.6931471805599453,3,Life Sciences,4,Male,61,3,0.6931471805599453,Laboratory Technician,4,Divorced,7.747164966520335,9148,0.0,Y,No,2.5649493574615367,3,2,0.6931471805599453,1.6094379124341003,2,3,1.3862943611198906,0.0,0.0,1.0986122886681098
101,3.091042453358316,1.0,Travel Frequently,251,Research Development,2.3978952727983707,2,Life Sciences,1,Female,45,2,0.6931471805599453,Laboratory Technician,3,Single,7.873217054862741,25308,0.6931471805599453,Y,No,3.044522437723423,4,3,0.0,1.0986122886681098,2,1,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098
102,3.5553480614894135,1.0,Travel Frequently,296,Sales,1.9459101490553132,2,Marketing,4,Female,33,1,0.6931471805599453,Sales Representative,3,Divorced,7.763021309018518,12253,0.0,Y,No,2.833213344056216,3,4,0.6931471805599453,1.3862943611198906,3,2,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.0
104,3.332204510175204,0.0,Travel Frequently,1242,Sales,3.044522437723423,3,Life Sciences,4,Female,90,3,1.0986122886681098,Sales Executive,3,Single,9.208538750029554,12916,0.6931471805599453,Y,No,2.70805020110221,3,4,0.0,2.0794415416798357,2,3,2.0794415416798357,2.0794415416798357,0.0,2.0794415416798357
106,3.6109179126442243,0.0,Travel Rarely,917,Research Development,1.9459101490553132,4,Life Sciences,3,Male,60,1,0.6931471805599453,Laboratory Technician,3,Divorced,7.91644286012226,6865,0.6931471805599453,Y,No,2.70805020110221,3,3,0.6931471805599453,2.0794415416798357,4,3,2.0794415416798357,2.0794415416798357,0.6931471805599453,2.0794415416798357
107,3.7376696182833684,1.0,Travel Rarely,1360,Research Development,2.5649493574615367,3,Technical Degree,2,Female,49,3,1.791759469228055,Research Director,3,Married,9.880525940898782,16280,0.6931471805599453,Y,No,2.5649493574615367,3,4,0.0,3.1780538303479458,0,3,3.1354942159291497,2.772588722239781,2.772588722239781,2.1972245773362196
109,3.5263605246161616,0.0,Travel Frequently,1296,Research Development,1.9459101490553132,3,Life Sciences,3,Male,30,3,1.0986122886681098,Healthcare Representative,4,Divorced,8.952346543226227,5335,1.3862943611198906,Y,No,3.1780538303479458,4,3,0.6931471805599453,2.772588722239781,2,1,2.6390573296152584,2.4849066497880004,1.6094379124341003,2.0794415416798357
110,2.9444389791664403,1.0,Non Travel,247,Research Development,2.1972245773362196,1,Medical,3,Male,80,3,0.6931471805599453,Laboratory Technician,3,Single,7.552237287560802,13556,0.6931471805599453,Y,No,2.5649493574615367,3,4,0.0,0.0,0,3,0.0,0.0,0.0,0.0
111,3.332204510175204,0.0,Travel Rarely,894,Research Development,2.302585092994046,3,Medical,4,Female,99,3,0.6931471805599453,Research Scientist,2,Single,7.731930721948486,11781,0.6931471805599453,Y,No,2.833213344056216,3,4,0.0,2.0794415416798357,2,2,2.0794415416798357,2.0794415416798357,0.0,1.3862943611198906
112,3.1354942159291497,0.0,Travel Rarely,1230,Research Development,0.6931471805599453,2,Life Sciences,4,Male,33,2,1.0986122886681098,Manufacturing Director,4,Married,8.471358655072438,19146,1.9459101490553132,Y,No,3.1354942159291497,4,1,1.0986122886681098,1.6094379124341003,2,1,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098
113,3.5263605246161616,1.0,Travel Rarely,813,Research Development,2.70805020110221,3,Medical,3,Male,58,3,0.6931471805599453,Laboratory Technician,4,Married,7.798523053625206,22149,1.791759469228055,Y,Yes,2.6390573296152584,3,3,0.6931471805599453,2.1972245773362196,2,1,1.791759469228055,1.6094379124341003,0.0,1.6094379124341003
114,3.7612001156935624,0.0,Travel Frequently,1368,Research Development,3.367295829986474,4,Technical Degree,4,Female,88,2,1.0986122886681098,Healthcare Representative,4,Married,8.41715183723601,4386,0.0,Y,No,2.4849066497880004,3,4,1.3862943611198906,2.0794415416798357,4,4,1.9459101490553132,1.791759469228055,0.0,1.6094379124341003
115,3.4011973816621555,0.0,Travel Frequently,806,Research Development,0.6931471805599453,4,Life Sciences,2,Male,76,1,0.6931471805599453,Research Scientist,4,Divorced,7.908754738783246,18959,0.6931471805599453,Y,No,2.9444389791664403,3,4,0.6931471805599453,2.3978952727983707,5,3,2.3978952727983707,2.0794415416798357,1.0986122886681098,2.1972245773362196
117,3.58351893845611,0.0,Travel Rarely,817,Research Development,0.6931471805599453,3,Medical,4,Female,60,2,1.0986122886681098,Laboratory Technician,4,Married,8.587465244401569,10846,0.0,Y,No,2.5649493574615367,3,2,0.6931471805599453,2.3978952727983707,0,3,2.302585092994046,2.0794415416798357,0.0,0.0
